stock,year,initial_capital,final_equity,total_return,buy_hold_return,excess_return,sharpe_ratio,max_drawdown,num_trades,wins,losses,win_rate,test_samples
WFC,2018,10000,9835.52251225431,-0.016447748774568935,-0.11135843308942694,0.09491068431485801,-0.9782235158848648,0.06599311338396624,3,1,2,0.3333333333333333,16
WFC,2019,10000,9985.564594147258,-0.0014435405852742406,0.05239374362935396,-0.053837284214628196,-0.09752157864576666,0.026296140251358156,3,1,2,0.3333333333333333,17
BABA,2019,10000,10691.515361845306,0.0691515361845306,0.1807870649393599,-0.1116355287548293,5.073681149505042,0.014078384757663195,5,4,1,0.8,28
PFE,2019,10000,10446.717520470162,0.044671752047016164,0.06356502568496562,-0.01889327363794946,4.897703306155959,0.016804525023832596,2,2,0,1.0,21
